Date,Asset,Return
2008-04-07,Equity,0.0222985445203438
2008-04-08,Equity,-0.0040190257605952
2008-04-09,Equity,-0.0016057929790739
2008-04-10,Equity,-0.000840012387707
2008-04-11,Equity,0.0202225560819036
2008-04-15,Equity,0.0087574981445655
2008-04-16,Equity,0.003344786277529
2008-04-17,Equity,0.0169269928059021
2008-04-21,Equity,0.0224064906872483
2008-04-22,Equity,-0.0071537147425141
2008-04-23,Equity,-0.0155119053406652
2008-04-24,Equity,-9.357393434125844e-05
2008-04-25,Equity,0.0250465676008944
2008-04-28,Equity,-0.0020097477749727
2008-04-29,Equity,0.0238687131183775
2008-04-30,Equity,-0.0108374545633603
2008-05-02,Equity,0.0142179405601712
2008-05-05,Equity,-0.004231628845547
2008-05-06,Equity,-0.0145823394209117
2008-05-07,Equity,0.0134476683919513
2008-05-08,Equity,-0.0063853963518177
2008-05-09,Equity,-0.0287317944194397
2008-05-12,Equity,0.0115833773896302
2008-05-13,Equity,-0.0184397889976275
2008-05-14,Equity,0.0174785594064589
2008-05-15,Equity,0.0302202336797969
2008-05-16,Equity,0.0020332942634106
2008-05-20,Equity,-0.0022204175326265
2008-05-21,Equity,0.0060899713981688
2008-05-22,Equity,-0.0111395434170489
2008-05-23,Equity,-0.0002258198173568
2008-05-26,Equity,-0.0161176243047903
2008-05-27,Equity,-0.008858062484565
2008-05-28,Equity,0.005231766229289
2008-05-29,Equity,-0.0231122857137502
2008-05-30,Equity,0.0068803187413811
2008-06-02,Equity,-0.0237669480139526
2008-06-03,Equity,-0.0024869366875131
2008-06-04,Equity,-0.0207124259447188
2008-06-05,Equity,0.0203250932296743
2008-06-06,Equity,0.0014192039779856
2008-06-09,Equity,-0.0292276040173414
2008-06-10,Equity,0.0106969994951049
2008-06-11,Equity,0.0218904204055692
2008-06-12,Equity,-0.0030755203195798
2008-06-13,Equity,-0.0131687227047748
2008-06-16,Equity,0.0164242634259162
2008-06-17,Equity,0.0161175464872126
2008-06-18,Equity,-0.0091610236974351
2008-06-19,Equity,-0.0129684600389421
2008-06-20,Equity,-0.0350720402622362
2008-06-23,Equity,-0.0251400133917479
2008-06-24,Equity,-0.0294682730185358
2008-06-25,Equity,0.0114137154275659
2008-06-26,Equity,0.0220125583871804
2008-06-27,Equity,-0.0395086632697707
2008-06-30,Equity,-0.0328972340749109
2008-07-01,Equity,-0.033903778587268
2008-07-02,Equity,0.0538348640923632
2008-07-03,Equity,-0.0477153410652782
2008-07-04,Equity,0.0245190385728396
2008-07-07,Equity,0.0042517255244605
2008-07-08,Equity,-0.0191291100679737
2008-07-09,Equity,0.0454207754631784
2008-07-10,Equity,0.0060131164448689
2008-07-11,Equity,-0.0182327910542005
2008-07-14,Equity,0.0064335409339069
2008-07-15,Equity,-0.0549325230191012
2008-07-16,Equity,-0.0187019516340736
2008-07-17,Equity,0.0386121236943867
2008-07-18,Equity,0.0411578683284267
2008-07-21,Equity,0.0208538838424551
2008-07-22,Equity,0.0504992044090099
2008-07-23,Equity,0.0606912087957358
2008-07-24,Equity,-0.0002763938132626
2008-07-25,Equity,-0.0195177073099979
2008-07-28,Equity,0.0102074899351586
2008-07-29,Equity,-0.0350584220011045
2008-07-30,Equity,0.0358954131188347
2008-07-31,Equity,-0.0013850552630481
2008-08-01,Equity,0.0170070056855701
2008-08-04,Equity,-0.0077065068094412
2008-08-05,Equity,0.0254126580590781
2008-08-06,Equity,0.0220818024868725
2008-08-07,Equity,-0.0132434954179156
2008-08-08,Equity,0.0070389961027868
2008-08-11,Equity,0.0074666916956224
2008-08-12,Equity,-0.0182252393138487
2008-08-13,Equity,0.0039151809605925
2008-08-14,Equity,-0.0209010453080429
2008-08-18,Equity,-0.0168195746193333
2008-08-19,Equity,-0.0110676660793301
2008-08-20,Equity,0.0166107017533957
2008-08-21,Equity,-0.0354132613883915
2008-08-22,Equity,0.0122094519402341
2008-08-25,Equity,0.0024901075358317
2008-08-26,Equity,-0.0044169022663962
2008-08-27,Equity,0.0069847164393864
2008-08-28,Equity,-0.0128248911240987
2008-08-29,Equity,0.0187452760129564
2008-09-01,Equity,-0.0008115988892413
2008-09-02,Equity,0.0307294618938698
2008-09-04,Equity,-0.0053694320782909
2008-09-05,Equity,-0.0275004987302372
2008-09-08,Equity,0.0292513743354709
2008-09-09,Equity,0.0013058286765725
2008-09-10,Equity,-0.0080916553877544
2008-09-11,Equity,-0.0342896322785472
2008-09-12,Equity,-0.0167921607830878
2008-09-15,Equity,-0.0402861594181546
2008-09-16,Equity,-0.0044355832460511
2008-09-17,Equity,-0.0019325721051471
2008-09-18,Equity,0.0109994438688763
2008-09-19,Equity,0.0414988148887616
2008-09-22,Equity,0.0024134755628936
2008-09-23,Equity,-0.005490633065734
2008-09-24,Equity,0.016883184845583
2008-09-25,Equity,-0.0240388456543368
2008-09-26,Equity,-0.0340563653493753
2008-09-29,Equity,-0.0234897973561274
2008-09-30,Equity,0.013118898152634
2008-10-01,Equity,0.0113865263514403
2008-10-03,Equity,-0.0270281952234859
2008-10-06,Equity,-0.0636720130338989
2008-10-07,Equity,0.001003582537375
2008-10-08,Equity,-0.0514023875964131
2008-10-10,Equity,-0.0744071207305746
2008-10-13,Equity,0.0625334840080207
2008-10-14,Equity,-0.0016752893297725
2008-10-15,Equity,-0.0378677440853758
2008-10-16,Equity,-0.0318396259724516
2008-10-17,Equity,-0.0628508420099403
2008-10-20,Equity,0.0171053370576239
2008-10-21,Equity,0.0477274105224787
2008-10-22,Equity,-0.0636614729689552
2008-10-23,Equity,-0.0301969847764712
2008-10-24,Equity,-0.1216472248415252
2008-10-27,Equity,-0.0306945029653979
2008-10-29,Equity,0.0724740090792112
2008-10-31,Equity,0.0718022105745666
2008-11-03,Equity,0.0503395439695629
2008-11-04,Equity,0.0331366159498685
2008-11-05,Equity,-0.0496142906758389
2008-11-06,Equity,-0.0329493765540962
2008-11-07,Equity,0.0333743777277259
2008-11-10,Equity,0.071935325918332
2008-11-11,Equity,-0.0761792245881689
2008-11-12,Equity,-0.0133300838677287
2008-11-14,Equity,-0.0286923467531926
2008-11-17,Equity,-0.004757235713524
2008-11-18,Equity,-0.0365716247150006
2008-11-19,Equity,-0.0153973547721572
2008-11-20,Equity,-0.0357442518155855
2008-11-21,Equity,0.0535867695225542
2008-11-24,Equity,0.0018508222379373
2008-11-25,Equity,-0.0244463036366485
2008-11-26,Equity,0.0441164098432366
2008-11-28,Equity,0.0041916757657293
2008-12-01,Equity,-0.03144929206219
2008-12-02,Equity,-0.0018586948387373
2008-12-03,Equity,0.0022504205362481
2008-12-04,Equity,0.0563238934859908
2008-12-05,Equity,-0.0210618565157767
2008-12-08,Equity,0.0193091024532439
2008-12-10,Equity,0.0476324884600335
2008-12-11,Equity,0.0035121582301263
2008-12-12,Equity,0.0055939668159105
2008-12-15,Equity,0.0206198399858692
2008-12-16,Equity,0.0215492489537153
2008-12-17,Equity,-0.0182121080856857
2008-12-18,Equity,0.0315820848463575
2008-12-19,Equity,0.0101492939558374
2008-12-22,Equity,-0.0137301979771884
2008-12-23,Equity,-0.0246869816066486
2008-12-24,Equity,-0.0083587287751281
2008-12-26,Equity,-0.0135297033582359
2008-12-29,Equity,0.0295397075620186
2008-12-30,Equity,0.0303523616274396
2008-12-31,Equity,-0.0063620070773926
2009-01-02,Equity,0.0353587532322594
2009-01-05,Equity,0.0223357788616283
2009-01-06,Equity,0.0001222140379445
2009-01-07,Equity,-0.0625504940450482
2009-01-09,Equity,-0.0151546527186185
2009-01-12,Equity,-0.0297107251204692
2009-01-13,Equity,-0.016396912374761
2009-01-14,Equity,0.0499541237117512
2009-01-15,Equity,-0.0425240343569771
2009-01-16,Equity,0.0241122709190161
2009-01-19,Equity,0.0158404090253079
2009-01-20,Equity,-0.0107933917117838
2009-01-21,Equity,-0.0270499550565214
2009-01-22,Equity,0.0081537126026304
2009-01-23,Equity,-0.0127871404314905
2009-01-27,Equity,0.0277675931240772
2009-01-28,Equity,0.029105653305689
2009-01-29,Equity,-0.0140837961760853
2009-01-30,Equity,0.0261076855131873
2009-02-02,Equity,-0.0384965177160834
2009-02-03,Equity,-6.900003511956052e-05
2009-02-04,Equity,0.0046078051652428
2009-02-05,Equity,-0.0046018959690658
2009-02-06,Equity,0.0184696689543525
2009-02-09,Equity,0.0207349349641101
2009-02-10,Equity,0.0072497025429751
2009-02-11,Equity,-0.0007390913630181
2009-02-12,Equity,-0.0149152346700356
2009-02-13,Equity,0.0156464851745503
2009-02-16,Equity,-0.031710032352507
2009-02-17,Equity,-0.0386675078020154
2009-02-18,Equity,-0.008920402364747
2009-02-19,Equity,-0.0006926969442565
2009-02-20,Equity,-0.0203726209092941
2009-02-24,Equity,0.0018553783878449
2009-02-25,Equity,0.0225641316690466
2009-02-26,Equity,0.0155413321326749
2009-02-27,Equity,-0.0088771266667358
2009-03-02,Equity,-0.0320739406140153
2009-03-03,Equity,-0.027237244341518
2009-03-04,Equity,0.0088462396638843
2009-03-05,Equity,-0.0279052320874881
2009-03-06,Equity,0.0197443836343505
2009-03-09,Equity,-0.0242557525354416
2009-03-12,Equity,0.0216710441965523
2009-03-13,Equity,0.0514547462109679
2009-03-16,Equity,0.0207593294954379
2009-03-17,Equity,-0.0036156783820436
2009-03-18,Equity,0.0193300099944378
2009-03-19,Equity,0.0015450798179273
2009-03-20,Equity,0.0020571687168174
2009-03-23,Equity,0.047727951477046
2009-03-24,Equity,0.0006732482347206
2009-03-25,Equity,0.0096500515290261
2009-03-26,Equity,0.033300510881294
2009-03-27,Equity,0.012849126193294
2009-03-30,Equity,-0.0300704899196106
2009-03-31,Equity,0.022345521386506
2009-04-01,Equity,0.0305677632802139
2009-04-02,Equity,0.043403935644727
2009-04-06,Equity,0.0214639711557944
2009-04-08,Equity,0.0282820744129879
2009-04-09,Equity,0.0175492293836
2009-04-13,Equity,0.0059668996451609
2009-04-15,Equity,0.02360345205725
2009-04-16,Equity,-0.0374012748137221
2009-04-17,Equity,-0.0122691737055185
2009-04-20,Equity,-0.0060629379686637
2009-04-21,Equity,-0.0092671978258164
2009-04-22,Equity,-0.0088971110495788
2009-04-23,Equity,0.0310795394959574
2009-04-24,Equity,0.0319726402604051
2009-04-27,Equity,0.0048149758523676
2009-04-28,Equity,-0.0353382558573309
2009-04-29,Equity,0.0263037098198131
2009-05-04,Equity,0.0560639782396579
2009-05-05,Equity,-0.0080998781510338
2009-05-06,Equity,0.0048886278541502
2009-05-07,Equity,0.0259697391759849
2009-05-08,Equity,-0.0206091241145379
2009-05-11,Equity,-0.0316611743372471
2009-05-12,Equity,0.0467186672070857
2009-05-13,Equity,-0.013071860974916
2009-05-14,Equity,-0.0012960043582457
2009-05-15,Equity,0.0093063820758618
2009-05-18,Equity,0.1729456647294715
2009-05-19,Equity,-0.0007451528940515
2009-05-20,Equity,-0.0104740790529318
2009-05-21,Equity,-0.0172105312796316
2009-05-22,Equity,0.0118372410974635
2009-05-25,Equity,-0.0084651454127651
2009-05-26,Equity,-0.0293577825486622
2009-05-27,Equity,0.0399704569269981
2009-05-28,Equity,0.0186927749133648
2009-05-29,Equity,0.0317820627239061
2009-06-01,Equity,0.0094981011253522
2009-06-02,Equity,-0.0129994045564175
2009-06-03,Equity,0.0117258110864305
2009-06-04,Equity,0.0122175019258526
2009-06-05,Equity,-0.0025715373769588
2009-06-08,Equity,-0.021518694841914
2009-06-09,Equity,0.028551137076889
2009-06-10,Equity,0.0326526253572995
2009-06-11,Equity,-0.0029297473611136
2009-06-12,Equity,0.0050775307863507
2009-06-15,Equity,-0.0073442096966403
2009-06-16,Equity,0.0058461558325733
2009-06-17,Equity,-0.0277081020395744
2009-06-18,Equity,-0.0185834559888903
2009-06-19,Equity,0.0258795734042446
2009-06-22,Equity,-0.0255828928502728
2009-06-23,Equity,0.0085627461348602
2009-06-24,Equity,0.0195868438139161
2009-06-25,Equity,-0.0256731747999197
2009-06-26,Equity,0.0223413871992738
2009-06-29,Equity,-0.0124827877586138
2009-06-30,Equity,-0.0245952296729598
2009-07-01,Equity,0.0176457081272708
2009-07-02,Equity,0.0141503188995146
2009-07-03,Equity,0.0182306523189405
2009-07-06,Equity,-0.0451103149839068
2009-07-07,Equity,-0.0019908523978232
2009-07-08,Equity,-0.0426572840104636
2009-07-09,Equity,0.0003582168734147
2009-07-10,Equity,-0.0155078963474753
2009-07-13,Equity,-0.0074167527307932
2009-07-14,Equity,0.0183221450678112
2009-07-15,Equity,0.029284977261472
2009-07-16,Equity,-0.0106318225343919
2009-07-17,Equity,0.0395823925099718
2009-07-20,Equity,0.032330215426119
2009-07-21,Equity,-0.0145820017741548
2009-07-22,Equity,-0.0195188393414065
2009-07-23,Equity,0.020208410179009
2009-07-24,Equity,0.009701812248065
2009-07-27,Equity,0.008761967965093
2009-07-28,Equity,-0.0093791525041647
2009-07-29,Equity,-0.0067541721175653
2009-07-30,Equity,0.0088972423237637
2009-07-31,Equity,0.0081757000843381
2009-08-03,Equity,0.0156090784058213
2009-08-04,Equity,-0.0145404780759445
2009-08-05,Equity,-0.0012128602170002
2009-08-06,Equity,-0.0324288332669494
2009-08-07,Equity,-0.0066842156537662
2009-08-10,Equity,-0.0091804659925308
2009-08-11,Equity,0.0022963496106655
2009-08-12,Equity,-0.0010856810052593
2009-08-13,Equity,0.0324916728542961
2009-08-14,Equity,-0.0068858230964829
2009-08-17,Equity,-0.0367403373285346
2009-08-18,Equity,0.0225409230446215
2009-08-19,Equity,-0.0184766979845595
2009-08-20,Equity,0.0092002236834607
2009-08-21,Equity,0.015018964897999
2009-08-24,Equity,0.0070568628222963
2009-08-25,Equity,-0.0082568059885454
2009-08-26,Equity,0.0158493715847742
2009-08-27,Equity,0.0150299901677784
2009-08-28,Equity,0.0077249508167868
2009-08-31,Equity,-0.0099321772052771
2009-09-01,Equity,-0.0050927123970365
2009-09-02,Equity,0.0212556490077579
2009-09-03,Equity,0.006044974164237
2009-09-04,Equity,0.0181836269400017
2009-09-07,Equity,0.0145555145528515
2009-09-08,Equity,-0.0078786528525977
2009-09-09,Equity,0.0038006605462791
2009-09-10,Equity,-0.0046810853736572
2009-09-11,Equity,-0.0089719786020794
2009-09-14,Equity,-0.0092104008578911
2009-09-15,Equity,0.0090123371590037
2009-09-16,Equity,0.0273495550188117
2009-09-17,Equity,0.0087950958074042
2009-09-18,Equity,0.0023507883356896
2009-09-22,Equity,0.0210121312319038
2009-09-23,Equity,-0.0090906145214507
2009-09-24,Equity,-0.0032502784954525
2009-09-25,Equity,0.0069501818860844
2009-09-29,Equity,0.0142705631527261
2009-09-30,Equity,0.0074009534717703
2009-10-01,Equity,-0.0013309506441161
2009-10-05,Equity,-0.022481730968643
2009-10-06,Equity,-0.005925552211611
2009-10-07,Equity,-0.0005751607457347
2009-10-08,Equity,0.0188847650046214
2009-10-09,Equity,-0.022293369355109
2009-10-12,Equity,0.0268554000110805
2009-10-14,Equity,0.0077476160998423
2009-10-15,Equity,-0.0054238361949361
2009-10-16,Equity,0.0020789111937496
2009-10-20,Equity,-0.0119987210889952
2009-10-21,Equity,-0.0092542637417568
2009-10-22,Equity,-0.0211591971382467
2009-10-23,Equity,0.0041574578508041
2009-10-26,Equity,-0.005334973058988
2009-10-27,Equity,-0.0265969410449963
2009-10-28,Equity,-0.0112005679219158
2009-10-29,Equity,-0.0199788514327533
2009-10-30,Equity,-0.0018347887443511
2009-11-03,Equity,-0.0270614437970576
2009-11-04,Equity,0.0246669209301603
2009-11-05,Equity,0.0127168886951886
2009-11-06,Equity,0.0127322024019572
2009-11-09,Equity,0.008263941279891
2009-11-10,Equity,0.0012376647816939
2009-11-11,Equity,0.0200415146109998
2009-11-12,Equity,-0.0053871697968126
2009-11-13,Equity,0.0035425166705694
2009-11-16,Equity,-0.002316652687264
2009-11-17,Equity,-0.0118899413309066
2009-11-18,Equity,-0.000806713520195
2009-11-19,Equity,-0.0106200621477528
2009-11-20,Equity,0.0057834857028127
2009-11-23,Equity,0.0155225671004049
2009-11-24,Equity,-0.0155394071201127
2009-11-25,Equity,0.0032287676536899
2009-11-26,Equity,-0.0294736986627769
2009-11-27,Equity,-0.0176605024447242
2009-11-30,Equity,0.0190836402861988
2009-12-01,Equity,0.011160608117745
2009-12-02,Equity,-0.0025323990590318
2009-12-03,Equity,0.0099997242748182
2009-12-04,Equity,-0.0087581639915869
2009-12-07,Equity,-0.0012745010446979
2009-12-08,Equity,0.0072984232545844
2009-12-09,Equity,-0.0024449665608568
2009-12-10,Equity,0.0162632810356367
2009-12-11,Equity,-0.0228521785217807
2009-12-14,Equity,-0.0083419061896461
2009-12-15,Equity,-0.0093126937673345
2009-12-16,Equity,0.0004638171103932
2009-12-17,Equity,0.003209706113097
2009-12-18,Equity,-0.0152523267136402
2009-12-21,Equity,-0.0060446127910545
2009-12-22,Equity,0.0057682273424762
2009-12-23,Equity,0.0414823633738733
2009-12-24,Equity,0.0089053243808035
2009-12-29,Equity,0.00484507688691
2009-12-30,Equity,-0.0065609713190537
2009-12-31,Equity,0.0025119104006905
2010-01-04,Equity,0.0028287850900685
2010-01-05,Equity,0.0121899364168308
2010-01-06,Equity,-0.002328964079399
2010-01-07,Equity,-0.0009222054999226
2010-01-08,Equity,0.0134166495470427
2010-01-11,Equity,0.008155579894244
2010-01-12,Equity,-0.0097376089007551
2010-01-13,Equity,0.0144295742304788
2010-01-14,Equity,0.001993355357596
2010-01-15,Equity,-0.0174688467679727
2010-01-18,Equity,-0.0034522306607003
2010-01-19,Equity,-0.0239936516713489
2010-01-20,Equity,-0.0032679386503315
2010-01-21,Equity,-0.0239796189350107
2010-01-22,Equity,0.0022964629263208
2010-01-25,Equity,-0.0026644256596583
2010-01-27,Equity,-0.0323639261989935
2010-01-28,Equity,0.0098508866224375
2010-01-29,Equity,-0.0143483911807795
2010-02-01,Equity,0.0058002811848377
2010-02-02,Equity,-0.0077380491372814
2010-02-03,Equity,0.0095371260505708
2010-02-04,Equity,-0.0080890246587549
2010-02-05,Equity,-0.023140850344037
2010-02-08,Equity,0.0058255664956344
2010-02-09,Equity,0.0121368958543157
2010-02-10,Equity,0.011068860911201
2010-02-11,Equity,0.0163958741849627
2010-02-15,Equity,-0.0028728588093907
2010-02-16,Equity,0.0078288534713795
2010-02-17,Equity,0.0054973321574979
2010-02-18,Equity,0.0016008061904736
2010-02-19,Equity,-0.0153155055837427
2010-02-22,Equity,0.0032461599482824
2010-02-23,Equity,-0.0007105556332937
2010-02-24,Equity,0.0017807934441271
2010-02-25,Equity,0.0032059704356428
2010-02-26,Equity,0.021471311824756
2010-03-02,Equity,0.0154588829021916
2010-03-03,Equity,0.0123128358089126
2010-03-04,Equity,-0.009072944479031
2010-03-05,Equity,-0.001591003663897
2010-03-08,Equity,0.0102553040038311
2010-03-09,Equity,0.0019648082305867
2010-03-10,Equity,-0.0041860161149342
2010-03-11,Equity,0.0106088927737454
2010-03-12,Equity,0.0118464115011204
2010-03-15,Equity,0.0020306644202124
2010-03-16,Equity,0.0288065766488586
2010-03-17,Equity,0.000612024579293
2010-03-18,Equity,-0.0069813454532238
2010-03-19,Equity,-0.0107082170402526
2010-03-22,Equity,0.0013236840669246
2010-03-23,Equity,0.009396373153086
2010-03-25,Equity,0.0065726592388882
2010-03-26,Equity,0.0066459192746531
2010-03-29,Equity,-0.0047565254688358
2010-03-30,Equity,0.0122474896482335
2010-03-31,Equity,-0.0012030902123698
2010-04-01,Equity,0.0090622059599579
2010-04-05,Equity,0.0208306207227366
2010-04-06,Equity,0.0037010314599948
2010-04-07,Equity,0.0037030554860239
2010-04-08,Equity,-0.0190850569920714
2010-04-09,Equity,0.0148739605790935
2010-04-12,Equity,0.0112437691172285
2010-04-13,Equity,0.0079264801348956
2010-04-15,Equity,0.0037743001885592
2010-04-16,Equity,-0.005875587023309
2010-04-19,Equity,-0.0188185628463733
2010-04-20,Equity,0.0043767128755152
2010-04-21,Equity,0.0035755357108367
2010-04-22,Equity,0.0137152408109919
2010-04-23,Equity,-0.006644975873062
2010-04-26,Equity,0.0159960087694437
2010-04-27,Equity,-0.0036132373732335
2010-04-28,Equity,-0.020615759822909
2010-04-29,Equity,-0.0003766304977736
2010-04-30,Equity,-0.0083995657452353
2010-05-03,Equity,-0.0035826156238711
2010-05-04,Equity,-0.01333010457995
2010-05-05,Equity,-0.0146035655423491
2010-05-06,Equity,-0.0167046242712869
2010-05-07,Equity,-0.0166865008521745
2010-05-10,Equity,0.0486359407581321
2010-05-11,Equity,-0.0128384595216784
2010-05-12,Equity,-0.0077338270960707
2010-05-13,Equity,0.0026488723589964
2010-05-14,Equity,-0.0183717582338003
2010-05-17,Equity,-0.0278717550962664
2010-05-18,Equity,0.0011107828869341
2010-05-19,Equity,-0.0304745393893802
2010-05-20,Equity,0.0115509891981243
2010-05-21,Equity,0.011766764979992
2010-05-24,Equity,0.0119083230860715
2010-05-25,Equity,-0.0296022376491886
2010-05-26,Equity,0.0144674842771099
2010-05-27,Equity,0.0383148275483905
2010-05-28,Equity,0.0134558257421415
2010-05-31,Equity,0.0043095505606149
2010-06-01,Equity,-0.0227189476196318
2010-06-02,Equity,0.0118741956895938
2010-06-03,Equity,0.0172034054144792
2010-06-04,Equity,0.0006025931925856
2010-06-07,Equity,-0.02383925669203
2010-06-08,Equity,-0.0092786535641415
2010-06-09,Equity,-0.00140062814786
2010-06-10,Equity,0.0102563533968376
2010-06-11,Equity,0.0091753065118868
2010-06-14,Equity,0.0135648783962072
2010-06-15,Equity,0.0170744071938621
2010-06-16,Equity,-0.0188014270657054
2010-06-17,Equity,0.0169619657186432
2010-06-18,Equity,0.0079463406633288
2010-06-21,Equity,0.000947649042602
2010-06-22,Equity,-0.0093064254422372
2010-06-23,Equity,-0.0014301019627696
2010-06-24,Equity,-0.0114390965417421
2010-06-25,Equity,-0.0156113452931144
2010-06-28,Equity,0.0036472372501908
2010-06-29,Equity,-0.0001845265540922
2010-06-30,Equity,0.0185062206353202
2010-07-01,Equity,-0.0010287540929879
2010-07-02,Equity,0.0033503302859258
2010-07-05,Equity,-0.0089615859041175
2010-07-06,Equity,0.0062548918117897
2010-07-07,Equity,-0.0048508487568509
2010-07-08,Equity,0.0011600573329557
2010-07-09,Equity,0.0165008103892008
